customer_ID,hotel,canceled,lead_time,arrival_year,arrival_month,arrival_week_number,arrival_day,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,appointment_status_value,payment_method,total_payment,gender,age_count
473,Resort Hotel,0,92,2015,July,29,17,1,2,2,0,0,BB,MOZ,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,240,,0,Transient,103.5,1,3,Check-Out,20-07-2015,Cancelled,Medicare,8067,Male,64
474,Resort Hotel,0,91,2015,July,29,17,1,2,2,1,0,BB,BWA,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,240,,0,Transient,118.5,0,3,Check-Out,20-07-2015,Completed,Insurance,8834,Female,42
475,Resort Hotel,0,38,2015,July,29,17,1,2,2,1,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240,,0,Transient,192,0,1,Check-Out,20-07-2015,Cancelled,Cash,945,Male,38
476,Resort Hotel,0,6,2015,July,29,17,1,2,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,142,,0,Contract,128.27,0,0,Check-Out,20-07-2015,Completed,Cash,5877,Male,54
477,Resort Hotel,0,38,2015,July,29,17,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,135,0,0,Check-Out,20-07-2015,Missed,Medicare,3136,Male,55
478,Resort Hotel,0,13,2015,July,29,17,1,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,126.3,0,2,Check-Out,20-07-2015,Completed,Working capital,6047,Female,66
479,Resort Hotel,1,32,2015,July,29,17,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,154,0,0,Canceled,24-06-2015,Missed,Auto,2594,Female,18
480,Resort Hotel,0,315,2015,July,29,17,1,2,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,171,,0,Transient,96.3,0,0,Check-Out,20-07-2015,Completed,Cash,2819,Male,42
481,Resort Hotel,0,8,2015,July,29,17,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,,0,Transient,126.3,0,2,Check-Out,20-07-2015,Completed,Cash,1984,Female,68
482,Resort Hotel,1,0,2015,July,29,17,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,L,C,0,No Deposit,,,0,Transient,136,0,0,Canceled,17-07-2015,Rescheduled,Working capital,4449,Male,53
483,Resort Hotel,0,91,2015,July,29,17,1,2,2,1,0,BB,MOZ,Online TA,TA/TO,0,0,0,A,A,4,No Deposit,240,,0,Transient,118.5,0,3,Check-Out,20-07-2015,Missed,Working capital,5279,Female,34
484,Resort Hotel,0,3,2015,July,29,17,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,,0,Transient,116.33,1,1,Check-Out,20-07-2015,Rescheduled,Insurance,6710,Female,58
485,Resort Hotel,0,9,2015,July,29,17,2,2,3,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,164,0,1,Check-Out,21-07-2015,Missed,Insurance,6530,Female,41
486,Resort Hotel,0,19,2015,July,29,18,2,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,240,,0,Transient,147.67,0,2,Check-Out,21-07-2015,Rescheduled,Auto,7254,Male,19
487,Resort Hotel,0,25,2015,July,29,18,2,4,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,250,,0,Transient,145,0,0,Check-Out,24-07-2015,Cancelled,Auto,6588,Female,57
488,Resort Hotel,0,108,2015,July,29,18,2,4,2,1,0,HB,LUX,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,,0,Transient,147,1,2,Check-Out,24-07-2015,Completed,Medicare,4837,Female,32
489,Resort Hotel,1,37,2015,July,29,18,2,4,2,2,0,HB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,242,,0,Transient,168.3,0,0,Canceled,18-07-2015,Missed,Insurance,6625,Male,49
490,Resort Hotel,0,45,2015,July,29,18,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,167,0,0,Check-Out,25-07-2015,Missed,Cash,3950,Male,56
491,Resort Hotel,0,64,2015,July,29,18,2,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,137.75,1,1,Check-Out,25-07-2015,Completed,Insurance,789,Male,23
492,Resort Hotel,0,44,2015,July,29,18,2,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,1,No Deposit,250,,0,Transient,145,0,0,Check-Out,22-07-2015,Missed,Cash,5275,Male,18
493,Resort Hotel,0,26,2015,July,29,18,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,132.6,1,0,Check-Out,22-07-2015,Missed,Working capital,8748,Female,64
494,Resort Hotel,1,96,2015,July,29,18,2,2,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,147,0,0,Canceled,29-04-2015,Rescheduled,Insurance,5178,Female,40
495,Resort Hotel,1,123,2015,July,29,18,2,2,2,0,1,BB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240,,0,Transient,157,0,2,Canceled,04-06-2015,Missed,Working capital,5548,Female,56
496,Resort Hotel,1,42,2015,July,29,18,2,3,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,,0,Transient,210,0,0,Canceled,11-06-2015,Cancelled,Auto,1279,Female,34
497,Resort Hotel,0,59,2015,July,29,18,2,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,8,,0,Contract,132.5,0,0,Check-Out,23-07-2015,Cancelled,Auto,9174,Female,51
498,Resort Hotel,0,28,2015,July,29,18,2,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,,0,Transient,98.02,0,1,Check-Out,23-07-2015,Completed,Medicare,6506,Male,58
499,Resort Hotel,0,106,2015,July,29,18,2,3,2,1,1,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,,,0,Transient,126,0,2,Check-Out,23-07-2015,Missed,Insurance,8691,Female,46
500,Resort Hotel,0,1,2015,July,29,18,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,173,0,1,Check-Out,19-07-2015,Completed,Working capital,7007,Female,26
501,Resort Hotel,0,0,2015,July,29,18,0,1,2,2,0,FB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,,,0,Transient,249,0,0,Check-Out,19-07-2015,Cancelled,Cash,8900,Female,30
502,Resort Hotel,0,4,2015,July,29,18,1,1,1,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,,0,Transient,186.5,0,0,Check-Out,20-07-2015,Missed,Auto,1738,Male,23
503,Resort Hotel,0,3,2015,July,29,18,2,1,1,0,0,BB,CN,Direct,Direct,0,0,0,D,E,0,No Deposit,,,0,Transient,95,0,1,Check-Out,21-07-2015,Missed,Auto,5771,Male,23
504,Resort Hotel,0,73,2015,July,29,18,2,5,2,1,0,FB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,241.5,0,2,Check-Out,25-07-2015,Completed,Cash,7028,Female,37
505,Resort Hotel,0,44,2015,July,29,18,2,5,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,177,1,0,Check-Out,25-07-2015,Cancelled,Working capital,1482,Male,69
506,Resort Hotel,0,95,2015,July,29,18,2,5,2,0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,5,,0,Transient,153.73,1,0,Check-Out,25-07-2015,Missed,Working capital,1503,Male,20
507,Resort Hotel,0,94,2015,July,29,18,2,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,250,,0,Transient,115,0,1,Check-Out,25-07-2015,Completed,Insurance,9111,Male,34
508,Resort Hotel,1,40,2015,July,29,18,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,196,,0,Transient,127.03,0,2,Canceled,24-06-2015,Cancelled,Insurance,3392,Male,66
509,Resort Hotel,0,64,2015,July,29,18,2,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,128.25,0,1,Check-Out,25-07-2015,Completed,Medicare,9111,Male,29
510,Resort Hotel,0,57,2015,July,29,18,2,6,2,0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196,,0,Transient,135,0,1,Check-Out,26-07-2015,Rescheduled,Auto,519,Male,65
511,Resort Hotel,1,60,2015,July,29,18,2,6,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,167,0,0,Canceled,01-06-2015,Missed,Insurance,4617,Male,64
512,Resort Hotel,0,87,2015,July,29,18,4,10,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,124.5,0,0,Check-Out,01-08-2015,Rescheduled,Working capital,3402,Female,62
513,Resort Hotel,0,0,2015,July,30,19,1,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,98,0,0,Check-Out,20-07-2015,Cancelled,Cash,7957,Female,18
514,Resort Hotel,0,0,2015,July,30,19,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Group,98,1,0,Check-Out,20-07-2015,Rescheduled,Working capital,9800,Male,34
515,Resort Hotel,0,6,2015,July,30,19,1,0,2,0,0,BB,NLD,Direct,Direct,0,0,0,D,D,0,No Deposit,250,,0,Transient,135,0,0,Check-Out,20-07-2015,Rescheduled,Auto,7970,Female,20
516,Resort Hotel,0,0,2015,July,30,19,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,,240,0,Group,88.2,0,0,Check-Out,20-07-2015,Cancelled,Working capital,5793,Female,43
517,Resort Hotel,0,19,2015,July,30,19,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,120.6,1,1,Check-Out,20-07-2015,Completed,Medicare,867,Male,32
518,Resort Hotel,0,4,2015,July,30,19,2,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,154.5,1,2,Check-Out,21-07-2015,Rescheduled,Auto,2144,Female,53
519,Resort Hotel,1,59,2015,July,30,19,2,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,145,0,0,Canceled,23-05-2015,Completed,Cash,1649,Male,49
520,Resort Hotel,0,44,2015,July,30,19,2,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,92,0,0,Check-Out,23-07-2015,Rescheduled,Medicare,6240,Male,49
521,Resort Hotel,1,37,2015,July,30,19,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,154,0,0,Canceled,29-06-2015,Completed,Auto,3816,Male,21
522,Resort Hotel,0,66,2015,July,30,19,2,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,115,0,1,Check-Out,24-07-2015,Cancelled,Cash,4581,Female,35
523,Resort Hotel,1,38,2015,July,30,19,2,4,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,5,,0,Transient,110.53,0,0,Canceled,19-06-2015,Rescheduled,Medicare,7998,Female,66
524,Resort Hotel,1,62,2015,July,30,19,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,261,,0,Transient,158.5,0,1,Canceled,17-06-2015,Cancelled,Medicare,6648,Female,36
525,Resort Hotel,0,41,2015,July,30,19,2,5,2,2,0,HB,ESP,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,241,,0,Transient,131.37,0,1,Check-Out,26-07-2015,Rescheduled,Auto,2393,Female,60
526,Resort Hotel,1,60,2015,July,30,19,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,117.71,0,0,Canceled,27-05-2015,Cancelled,Insurance,4937,Male,69
527,Resort Hotel,0,104,2015,July,30,19,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,115,,0,Contract,123,0,1,Check-Out,26-07-2015,Cancelled,Medicare,7858,Male,52
528,Resort Hotel,0,117,2015,July,30,19,2,5,2,0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,,0,Transient,117.84,0,2,Check-Out,26-07-2015,Rescheduled,Medicare,6893,Female,57
529,Resort Hotel,1,31,2015,July,30,19,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,154,0,0,Canceled,19-06-2015,Rescheduled,Cash,7738,Male,31
530,Resort Hotel,0,34,2015,July,30,19,2,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,156,,0,Transient,116.85,0,0,Check-Out,26-07-2015,Rescheduled,Working capital,8093,Male,50
531,Resort Hotel,0,47,2015,July,30,19,2,4,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,,0,Transient,129.16,0,1,Check-Out,25-07-2015,Missed,Auto,6107,Female,31
532,Resort Hotel,1,24,2015,July,30,19,2,4,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,,0,Transient,214,0,0,Canceled,29-06-2015,Completed,Auto,5642,Male,51
533,Resort Hotel,1,104,2015,July,30,19,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,115,0,2,Canceled,02-07-2015,Missed,Insurance,9192,Female,21
534,Resort Hotel,0,32,2015,July,30,19,2,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,156,,0,Transient,123,0,0,Check-Out,26-07-2015,Missed,Insurance,6456,Male,41
535,Resort Hotel,1,47,2015,July,30,19,3,5,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,,0,Transient,195,0,0,Canceled,14-07-2015,Cancelled,Auto,8533,Female,46
536,Resort Hotel,0,29,2015,July,30,19,4,6,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,142,,0,Contract,135.2,0,0,Check-Out,29-07-2015,Rescheduled,Insurance,7480,Male,36
537,Resort Hotel,0,30,2015,July,30,19,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243,,0,Transient,123,0,2,Check-Out,02-08-2015,Completed,Cash,2485,Male,23
538,Resort Hotel,0,123,2015,July,30,19,2,4,2,0,1,BB,ESP,Online TA,TA/TO,0,0,0,E,E,2,No Deposit,240,,0,Transient,130.5,0,1,Check-Out,25-07-2015,Cancelled,Auto,4368,Female,50
539,Resort Hotel,0,14,2015,July,30,20,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,104,,0,Transient,123,0,0,Check-Out,21-07-2015,Missed,Insurance,771,Female,66
540,Resort Hotel,1,118,2015,July,30,20,1,2,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,,0,Transient,179.1,0,2,Canceled,13-05-2015,Rescheduled,Auto,263,Female,57
541,Resort Hotel,0,0,2015,July,30,20,0,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,I,0,No Deposit,5,,0,Transient,0,0,0,Check-Out,20-07-2015,Cancelled,Working capital,8756,Female,36
542,Resort Hotel,0,0,2015,July,30,20,0,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,I,0,No Deposit,241,,0,Transient,0,0,1,Check-Out,20-07-2015,Rescheduled,Medicare,4692,Male,18
543,Resort Hotel,0,79,2015,July,30,20,1,3,2,0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,,0,Transient,115,0,3,Check-Out,24-07-2015,Cancelled,Auto,4895,Male,22
544,Resort Hotel,0,63,2015,July,30,20,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,,0,Transient,115,0,0,Check-Out,24-07-2015,Rescheduled,Medicare,4898,Female,44
545,Resort Hotel,0,68,2015,July,30,20,1,3,2,0,0,BB,POL,Online TA,TA/TO,0,0,0,A,C,3,No Deposit,240,,0,Transient,103.5,1,2,Check-Out,24-07-2015,Missed,Insurance,6136,Male,33
546,Resort Hotel,0,96,2015,July,30,20,1,3,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250,,0,Transient,157,1,0,Check-Out,24-07-2015,Completed,Medicare,2455,Female,23
547,Resort Hotel,1,41,2015,July,30,20,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,135,0,1,Canceled,15-06-2015,Missed,Auto,5987,Female,57
548,Resort Hotel,0,46,2015,July,30,20,1,3,2,0,0,BB,NOR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241,,0,Transient,111.65,0,0,Check-Out,24-07-2015,Completed,Working capital,8061,Male,30
549,Resort Hotel,1,60,2015,July,30,20,1,4,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,,0,Transient,195,0,0,Canceled,17-06-2015,Rescheduled,Insurance,5927,Male,65
550,Resort Hotel,0,41,2015,July,30,20,1,4,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,175,,0,Transient,104,0,0,Check-Out,25-07-2015,Cancelled,Auto,8837,Female,52
551,Resort Hotel,1,69,2015,July,30,20,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,135,0,0,Canceled,08-06-2015,Missed,Insurance,4819,Female,36
552,Resort Hotel,1,41,2015,July,30,20,1,5,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,,0,Transient,214,0,1,Canceled,22-06-2015,Completed,Cash,693,Female,29
553,Resort Hotel,0,52,2015,July,30,20,1,5,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,250,,0,Transient,133.17,0,0,Check-Out,26-07-2015,Missed,Medicare,4939,Male,33
554,Resort Hotel,1,41,2015,July,30,20,1,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240,,0,Transient,141.33,0,1,Canceled,22-06-2015,Completed,Cash,7494,Male,60
555,Resort Hotel,0,89,2015,July,30,20,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,241,,0,Transient,121.01,0,1,Check-Out,27-07-2015,Missed,Auto,9751,Male,27
556,Resort Hotel,1,28,2015,July,30,20,2,5,2,1,0,FB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient,240.64,0,0,Canceled,20-07-2015,Completed,Working capital,3593,Male,42
557,Resort Hotel,0,65,2015,July,30,20,2,5,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,105,,0,Transient,167.5,0,0,Check-Out,27-07-2015,Completed,Insurance,6264,Female,37
558,Resort Hotel,0,82,2015,July,30,20,2,5,2,0,1,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,152.43,0,3,Check-Out,27-07-2015,Rescheduled,Medicare,2772,Female,48
559,Resort Hotel,0,42,2015,July,30,20,2,5,2,0,0,FB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,175,,0,Transient,148.34,0,0,Check-Out,27-07-2015,Completed,Insurance,4300,Female,21
560,Resort Hotel,0,62,2015,July,30,20,2,5,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240,,0,Transient,167,0,1,Check-Out,27-07-2015,Rescheduled,Auto,116,Female,61
561,Resort Hotel,1,86,2015,July,30,20,2,5,2,1,0,HB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,250,,0,Transient,172.93,0,1,Canceled,11-05-2015,Completed,Insurance,3291,Female,40
562,Resort Hotel,1,118,2015,July,30,20,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,,0,Transient,179.1,0,1,Canceled,23-04-2015,Cancelled,Medicare,492,Female,19
563,Resort Hotel,0,28,2015,July,30,20,2,5,2,1,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,F,F,0,No Deposit,15,,0,Transient,192.5,0,1,Check-Out,27-07-2015,Cancelled,Auto,8716,Male,39
564,Resort Hotel,1,52,2015,July,30,20,3,6,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,142,,0,Transient,92,0,0,Canceled,02-06-2015,Cancelled,Insurance,6372,Male,68
565,Resort Hotel,1,49,2015,July,30,20,3,6,2,0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,15,,0,Transient,111.2,0,0,Canceled,01-06-2015,Completed,Working capital,671,Female,54
566,Resort Hotel,0,39,2015,July,30,20,3,7,2,1,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,142,,0,Transient,141.6,0,1,Check-Out,30-07-2015,Rescheduled,Auto,3731,Female,25
567,Resort Hotel,0,39,2015,July,30,20,3,7,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,142,,0,Transient,141.6,0,1,Check-Out,30-07-2015,Rescheduled,Auto,6272,Male,24
568,Resort Hotel,1,7,2015,July,30,20,3,8,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196,,0,Transient,200,0,0,Canceled,14-07-2015,Completed,Working capital,9412,Male,31
569,Resort Hotel,1,42,2015,July,30,21,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,157,0,0,Canceled,08-07-2015,Cancelled,Cash,7277,Male,20
570,Resort Hotel,0,5,2015,July,30,21,0,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,F,0,No Deposit,,154,0,Transient,99.5,0,0,Check-Out,23-07-2015,Cancelled,Medicare,8533,Male,67
571,Resort Hotel,1,81,2015,July,30,21,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,115,0,2,Canceled,01-06-2015,Rescheduled,Cash,3997,Female,33
572,Resort Hotel,1,63,2015,July,30,21,0,4,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,,0,Transient,195,0,0,Canceled,19-06-2015,Cancelled,Insurance,8223,Female,36
573,Resort Hotel,0,61,2015,July,30,21,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,,0,Transient,103.5,0,0,Check-Out,25-07-2015,Missed,Working capital,2379,Female,68
574,Resort Hotel,0,8,2015,July,30,21,0,5,3,0,0,BB,PRT,Direct,Direct,0,0,0,G,G,1,No Deposit,250,,0,Transient,207,1,0,Check-Out,26-07-2015,Rescheduled,Cash,9080,Female,35
575,Resort Hotel,0,89,2015,July,30,21,1,5,3,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,250,,0,Transient,163.33,1,1,Check-Out,27-07-2015,Cancelled,Auto,7551,Female,69
576,Resort Hotel,0,57,2015,July,30,21,2,5,2,0,0,HB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,151.86,0,0,Check-Out,28-07-2015,Rescheduled,Insurance,9006,Male,33
577,Resort Hotel,0,102,2015,July,30,21,2,5,3,0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6,,0,Transient,95.57,0,1,Check-Out,28-07-2015,Missed,Insurance,875,Female,25
578,Resort Hotel,0,108,2015,July,30,21,2,6,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,112.05,0,1,Check-Out,29-07-2015,Rescheduled,Cash,6969,Male,50
579,Resort Hotel,0,28,2015,July,30,21,2,7,2,1,0,BB,IRL,Direct,Direct,0,0,0,E,E,0,No Deposit,250,,0,Transient,160,0,1,Check-Out,30-07-2015,Rescheduled,Cash,2347,Female,66
580,Resort Hotel,0,29,2015,July,30,21,2,8,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,,0,Transient,103.18,0,1,Check-Out,31-07-2015,Rescheduled,Working capital,7188,Female,29
581,Resort Hotel,0,0,2015,July,30,22,0,1,2,0,0,BB,ESP,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,153,1,0,Check-Out,23-07-2015,Rescheduled,Medicare,178,Female,28
582,Resort Hotel,1,96,2015,July,30,22,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,119.75,0,1,Canceled,22-04-2015,Missed,Cash,8180,Female,22
583,Resort Hotel,1,44,2015,July,30,22,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,135,0,1,Canceled,09-06-2015,Completed,Cash,7199,Female,44
584,Resort Hotel,0,44,2015,July,30,22,0,4,2,1,0,HB,FRA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,242,,0,Transient,167.69,0,1,Check-Out,26-07-2015,Rescheduled,Auto,4026,Male,29
585,Resort Hotel,1,44,2015,July,30,22,0,4,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,,0,Transient,195,0,1,Canceled,09-06-2015,Rescheduled,Insurance,9147,Male,34
586,Resort Hotel,1,41,2015,July,30,22,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,178.4,0,0,Canceled,29-06-2015,Cancelled,Medicare,7440,Male,23
587,Resort Hotel,0,16,2015,July,30,23,0,0,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,C,I,0,No Deposit,242,,0,Transient,0,0,0,Check-Out,23-07-2015,Rescheduled,Auto,7183,Female,50
588,Resort Hotel,0,73,2015,July,30,23,0,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,I,1,No Deposit,240,,0,Transient,0,0,1,Check-Out,23-07-2015,Cancelled,Working capital,6330,Female,22
589,Resort Hotel,0,3,2015,July,30,23,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240,,0,Transient,154,1,1,Check-Out,24-07-2015,Completed,Working capital,9323,Male,45
590,Resort Hotel,0,0,2015,July,30,23,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,250,,0,Transient,134,0,0,Check-Out,24-07-2015,Missed,Cash,5040,Female,31
591,Resort Hotel,1,55,2015,July,30,23,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,146,,0,Transient,112,0,0,Canceled,05-06-2015,Missed,Cash,3371,Female,22
